RAMP
&& 
& 1-ANGRA 1
&us uni seg  C   T  Potencia   Tempo Flag meia hora
&XX XXX XXX  X   X  XXXXXXXXXX XXXXX X
 47   5      C   A      50.000     2 1
 47   5      C   A      70.000     3 0
 47   5      C   A     100.000     3 1
 47   5      C   A     130.000     4 0
 47   5      C   A     140.000     4 1
 47   5      C   A     170.000     5 0
 47   5      C   A     220.000     5 1
 47   5      C   A     330.000     6 0
 47   5      C   A     350.000     6 1
 47   5      C   A     397.000     7 0
&
 47   5      C   D     163.000     0 1
 47   5      C   D       0.000     1 0
&
 47   6      C   A       0.000     1 0
 47   6      C   A      20.000     1 1
 47   6      C   A      20.000     2 0
 47   6      C   A      60.000     2 1
 47   6      C   A      80.000     3 0
 47   6      C   A     120.000     3 1
 47   6      C   A     160.000     4 0
 47   6      C   A     180.000     4 1
 47   6      C   A     220.000     5 0
 47   6      C   A     280.000     5 1
 47   6      C   A     410.000     6 0
 47   6      C   A     450.000     6 1
 47   6      C   A     523.000     7 0
&
 47   6      C   D     255.000     0 1
 47   6      C   D       0.000     1 0
&
 47   7      C   A       0.000     1 0
 47   7      C   A      20.000     1 1
 47   7      C   A      20.000     2 0
 47   7      C   A      60.000     2 1
 47   7      C   A      80.000     3 0
 47   7      C   A     120.000     3 1
 47   7      C   A     160.000     4 0
 47   7      C   A     180.000     4 1
 47   7      C   A     220.000     5 0
 47   7      C   A     280.000     5 1
 47   7      C   A     410.000     6 0
 47   7      C   A     450.000     6 1
 47   7      C   A     523.000     7 0
&
 47   7      C   D     255.000     0 1
 47   7      C   D       0.000     1 0
&
 47   8      C   A       0.000     1 0
 47   8      C   A      20.000     1 1
 47   8      C   A      20.000     2 0
 47   8      C   A      60.000     2 1
 47   8      C   A      80.000     3 0
 47   8      C   A     120.000     3 1
 47   8      C   A     160.000     4 0
 47   8      C   A     180.000     4 1
 47   8      C   A     220.000     5 0
 47   8      C   A     280.000     5 1
 47   8      C   A     410.000     6 0
 47   8      C   A     450.000     6 1
 47   8      C   A     523.000     7 0
&
 47   8      C   D     255.000     0 1
 47   8      C   D       0.000     1 0
&
 47   9      C   A       0.000     1 0
 47   9      C   A      20.000     1 1
 47   9      C   A      20.000     2 0
 47   9      C   A      60.000     2 1
 47   9      C   A      80.000     3 0
 47   9      C   A     120.000     3 1
 47   9      C   A     160.000     4 0
 47   9      C   A     180.000     4 1
 47   9      C   A     220.000     5 0
 47   9      C   A     280.000     5 1
 47   9      C   A     410.000     6 0
 47   9      C   A     450.000     6 1
 47   9      C   A     523.000     7 0
&
 47   9      C   D     255.000     0 1
 47   9      C   D       0.000     1 0
&
 47  10      C   A       0.000     1 0
 47  10      C   A      20.000     1 1
 47  10      C   A      20.000     2 0
 47  10      C   A      60.000     2 1
 47  10      C   A      80.000     3 0
 47  10      C   A     120.000     3 1
 47  10      C   A     160.000     4 0
 47  10      C   A     180.000     4 1
 47  10      C   A     220.000     5 0
 47  10      C   A     280.000     5 1
 47  10      C   A     410.000     6 0
 47  10      C   A     450.000     6 1
 47  10      C   A     523.000     7 0
&
 47  10      C   D     255.000     0 1
 47  10      C   D       0.000     1 0
&
 47  11      C   A       0.000     1 0
 47  11      C   A      20.000     1 1
 47  11      C   A      20.000     2 0
 47  11      C   A      60.000     2 1
 47  11      C   A      80.000     3 0
 47  11      C   A     120.000     3 1
 47  11      C   A     160.000     4 0
 47  11      C   A     180.000     4 1
 47  11      C   A     220.000     5 0
 47  11      C   A     280.000     5 1
 47  11      C   A     410.000     6 0
 47  11      C   A     450.000     6 1
 47  11      C   A     523.000     7 0
&
 47  11      C   D     255.000     0 1
 47  11      C   D       0.000     1 0
&
 47  12      C   A       0.000     1 0
 47  12      C   A      30.000     1 1
 47  12      C   A      30.000     2 0
 47  12      C   A      80.000     2 1
 47  12      C   A     110.000     3 0
 47  12      C   A     160.000     3 1
 47  12      C   A     210.000     4 0
 47  12      C   A     230.000     4 1
 47  12      C   A     280.000     5 0
 47  12      C   A     360.000     5 1
 47  12      C   A     530.000     6 0
 47  12      C   A     570.000     6 1
 47  12      C   A     650.000     7 0
&
 47  12      C   D     325.000     0 1
 47  12      C   D       0.000     1 0
&
 47  13      C   A       0.000     1 0
 47  13      C   A      30.000     1 1
 47  13      C   A      30.000     2 0
 47  13      C   A      80.000     2 1
 47  13      C   A     110.000     3 0
 47  13      C   A     160.000     3 1
 47  13      C   A     210.000     4 0
 47  13      C   A     230.000     4 1
 47  13      C   A     280.000     5 0
 47  13      C   A     360.000     5 1
 47  13      C   A     530.000     6 0
 47  13      C   A     570.000     6 1
 47  13      C   A     650.000     7 0
&
 47  13      C   D     325.000     0 1
 47  13      C   D       0.000     1 0
&
 47  14      C   A       0.000     1 0
 47  14      C   A      30.000     1 1
 47  14      C   A      30.000     2 0
 47  14      C   A      80.000     2 1
 47  14      C   A     110.000     3 0
 47  14      C   A     160.000     3 1
 47  14      C   A     210.000     4 0
 47  14      C   A     230.000     4 1
 47  14      C   A     280.000     5 0
 47  14      C   A     360.000     5 1
 47  14      C   A     530.000     6 0
 47  14      C   A     570.000     6 1
 47  14      C   A     650.000     7 0
&
 47  14      C   D     325.000     0 1
 47  14      C   D       0.000     1 0
&
 47  15      C   A       0.000     1 0
 47  15      C   A      30.000     1 1
 47  15      C   A      30.000     2 0
 47  15      C   A      80.000     2 1
 47  15      C   A     110.000     3 0
 47  15      C   A     160.000     3 1
 47  15      C   A     210.000     4 0
 47  15      C   A     230.000     4 1
 47  15      C   A     280.000     5 0
 47  15      C   A     360.000     5 1
 47  15      C   A     530.000     6 0
 47  15      C   A     570.000     6 1
 47  15      C   A     650.000     7 0
&
 47  15      C   D     325.000     0 1
 47  15      C   D       0.000     1 0
&
 47  16      C   A       0.000     1 0
 47  16      C   A      30.000     1 1
 47  16      C   A      30.000     2 0
 47  16      C   A      90.000     2 1
 47  16      C   A     120.000     3 0
 47  16      C   A     180.000     3 1
 47  16      C   A     240.000     4 0
 47  16      C   A     270.000     4 1
 47  16      C   A     330.000     5 0
 47  16      C   A     420.000     5 1
 47  16      C   A     610.000     6 0
 47  16      C   A     670.000     6 1
 47  16      C   A     791.000     7 0
&
 47  16      C   D     350.000     0 1
 47  16      C   D       0.000     1 0
&
 47  17      C   A       0.000     1 0
 47  17      C   A      10.000     1 1
 47  17      C   A      10.000     2 0
 47  17      C   A      20.000     2 1
 47  17      C   A      30.000     3 0
 47  17      C   A      40.000     3 1
 47  17      C   A      50.000     4 0
 47  17      C   A      50.000     4 1
 47  17      C   A      60.000     5 0
 47  17      C   A      80.000     5 1
 47  17      C   A     105.000     6 0
 47  17      C   A     105.000     6 1
 47  17      C   A     110.000     7 0
&
 47  17      C   D      85.000     0 1
 47  17      C   D       0.000     1 0
&
 47  18      C   A       0.000     1 0
 47  18      C   A      10.000     1 1
 47  18      C   A      10.000     2 0
 47  18      C   A      20.000     2 1
 47  18      C   A      30.000     3 0
 47  18      C   A      40.000     3 1
 47  18      C   A      50.000     4 0
 47  18      C   A      50.000     4 1
 47  18      C   A      60.000     5 0
 47  18      C   A      80.000     5 1
 47  18      C   A     105.000     6 0
 47  18      C   A     105.000     6 1
 47  18      C   A     110.000     7 0
&
 47  18      C   D      85.000     0 1
 47  18      C   D       0.000     1 0
&
 47  19      C   A       0.000     1 0
 47  19      C   A      10.000     1 1
 47  19      C   A      10.000     2 0
 47  19      C   A      20.000     2 1
 47  19      C   A      30.000     3 0
 47  19      C   A      40.000     3 1
 47  19      C   A      50.000     4 0
 47  19      C   A      50.000     4 1
 47  19      C   A      60.000     5 0
 47  19      C   A      80.000     5 1
 47  19      C   A     105.000     6 0
 47  19      C   A     105.000     6 1
 47  19      C   A     110.000     7 0
&
 47  19      C   D      85.000     0 1
 47  19      C   D       0.000     1 0
&
 47  20      C   A       0.000     1 0
 47  20      C   A      10.000     1 1
 47  20      C   A      10.000     2 0
 47  20      C   A      20.000     2 1
 47  20      C   A      30.000     3 0
 47  20      C   A      40.000     3 1
 47  20      C   A      50.000     4 0
 47  20      C   A      50.000     4 1
 47  20      C   A      60.000     5 0
 47  20      C   A      80.000     5 1
 47  20      C   A     105.000     6 0
 47  20      C   A     105.000     6 1
 47  20      C   A     110.000     7 0
&
 47  20      C   D      85.000     0 1
 47  20      C   D       0.000     1 0
&
 47  21      C   A       0.000     1 0
 47  21      C   A      10.000     1 1
 47  21      C   A      10.000     2 0
 47  21      C   A      30.000     2 1
 47  21      C   A      40.000     3 0
 47  21      C   A      60.000     3 1
 47  21      C   A      80.000     4 0
 47  21      C   A      90.000     4 1
 47  21      C   A     110.000     5 0
 47  21      C   A     140.000     5 1
 47  21      C   A     200.000     6 0
 47  21      C   A     220.000     6 1
 47  21      C   A     253.000     7 0
&
 47  21      C   D     135.000     0 1
 47  21      C   D       0.000     1 0
&
 47  22      C   A       0.000     1 0
 47  22      C   A      10.000     1 1
 47  22      C   A      10.000     2 0
 47  22      C   A      30.000     2 1
 47  22      C   A      40.000     3 0
 47  22      C   A      60.000     3 1
 47  22      C   A      80.000     4 0
 47  22      C   A      90.000     4 1
 47  22      C   A     110.000     5 0
 47  22      C   A     140.000     5 1
 47  22      C   A     200.000     6 0
 47  22      C   A     220.000     6 1
 47  22      C   A     253.000     7 0
&
 47  22      C   D     135.000     0 1
 47  22      C   D       0.000     1 0
&
 47  23      C   A       0.000     1 0
 47  23      C   A      10.000     1 1
 47  23      C   A      10.000     2 0
