***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 21 - Marco de 2025 (CPLEX)                             *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA ONS                                                                                                                                                   


____________________________________________________________________

  TE  PMO - OUTUBRO/25 - NOVEMBRO/25 - REV 2 - FCF COM CVAR - 12 REE - VALOR ESPE- Data do Caso: 11/10/2025                                                       
____________________________________________________________________

-------------------------------------------------------
Custos marginais dos contratos de importacao de energia                         
-------------------------------------------------------
---------------------------------------------------
IPER:      Indice do periodo.                                                                                                                                                                           
CONTR:     Numero do contrato de imp/exp de energia                                                                                                                                                     
NomeContr: Nome do contrato de imp/exp de energia                                                                                                                                                       
NumBarra:  Numero da barra da rede eletrica                                                                                                                                                             
NomeSist:  Nome do subsistema                                                                                                                                                                           
Econtr:    Energia contratada                                                                                                                                                                           
CustContr: Custo (Preco) da energia imp/exp                                                                                                                                                             
CMO:       Custo marginal de operacao                                                                                                                                                                   
CMB:       Custo marginal de operacao da barra                                                                                                                                                          
---------------------------------------------------

-----;-----;-----------;--------;--------;---------;---------;----------;------------;
IPER ;CONTR; NomeContr ;NumBarra;NomeSist; Econtr  ;CustContr;   CMO    ;    CMB     ;
  -  ;  -  ;     -     ;   -    ;   -    ;  (MW)   ;  (MW)   ; (R$/MWh) ;  (R$/MWh)  ;
-----;-----;-----------;--------;--------;---------;---------;----------;------------;
  11 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   270.00;     0.00;   287.23 ;     283.23 ;
  11 ; 302 ; FUTDCE-I-F;  3112  ; SE     ;   200.00;     0.00;   287.23 ;     282.57 ;
  11 ; 511 ; FUPL1I-I-F;    86  ; SE     ;   268.58;     0.00;   287.23 ;     338.42 ;
  11 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   156.50;     0.00;   287.23 ;     338.42 ;
  11 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   793.88;     0.00;   287.23 ;     283.08 ;
  11 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   793.88;     0.00;   287.23 ;     283.08 ;
  11 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;   283.25 ;     283.08 ;
  11 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;   283.25 ;     283.08 ;
  11 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   100.00;     0.00;   287.23 ;     282.83 ;
  11 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   100.00;     0.00;   287.23 ;     282.83 ;
  11 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;   283.25 ;     283.08 ;
  11 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;   283.25 ;     283.08 ;
  12 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   325.90;     0.00;   259.13 ;     259.38 ;
  12 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;   325.90;     0.00;   259.13 ;     259.38 ;
  12 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   161.73;     0.00;   259.13 ;     259.38 ;
  12 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   161.73;     0.00;   259.13 ;     259.38 ;
  12 ; 151 ; E4POL3-I-F;  7057  ; SE     ;   161.73;     0.00;   259.13 ;     259.38 ;
  12 ; 152 ; E4POL4-I-F;  7057  ; SE     ;   161.73;     0.00;   259.13 ;     259.38 ;
  12 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;   111.00;     0.00;   259.13 ;     258.66 ;
  12 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   262.77;   259.13 ;     258.66 ;
  12 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   270.00;     0.00;   259.13 ;     258.56 ;
  12 ; 302 ; FUTDCE-I-F;  3112  ; SE     ;   200.00;     0.00;   259.13 ;     259.89 ;
  12 ; 511 ; FUPL1I-I-F;    86  ; SE     ;   266.85;     0.00;   259.13 ;     259.27 ;
  12 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   156.50;     0.00;   259.13 ;     259.27 ;
  12 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   100.00;     0.00;   259.13 ;     258.69 ;
  12 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   100.00;     0.00;   259.13 ;     258.69 ;
  12 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;   289.83 ;     282.22 ;
  12 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;   289.83 ;     282.22 ;
  12 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   100.00;     0.00;   259.13 ;     259.22 ;
  12 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   100.00;     0.00;   259.13 ;     259.22 ;
  12 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;   289.83 ;     282.22 ;
  12 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;   289.83 ;     282.22 ;
  13 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   325.90;     0.00;   246.04 ;     248.14 ;
  13 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;   325.90;     0.00;   246.04 ;     248.14 ;
  13 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   161.73;     0.00;   246.04 ;     248.14 ;
  13 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   161.73;     0.00;   246.04 ;     248.14 ;
  13 ; 151 ; E4POL3-I-F;  7057  ; SE     ;   161.73;     0.00;   246.04 ;     248.14 ;
  13 ; 152 ; E4POL4-I-F;  7057  ; SE     ;   161.73;     0.00;   246.04 ;     248.14 ;
  13 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;   111.00;     0.00;   246.04 ;     243.98 ;
  13 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   262.77;   246.04 ;     243.98 ;
  13 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   270.00;     0.00;   246.04 ;     243.35 ;
  13 ; 302 ; FUTDCE-I-F;  3112  ; SE     ;   200.00;     0.00;   246.04 ;     250.97 ;
  13 ; 511 ; FUPL1I-I-F;    86  ; SE     ;   156.50;     0.00;   246.04 ;     247.37 ;
  13 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   156.50;     0.00;   246.04 ;     247.37 ;
  13 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   100.00;     0.00;   246.04 ;     244.16 ;
  13 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   100.00;     0.00;   246.04 ;     244.16 ;
  13 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;   236.61 ;     247.70 ;
  13 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;   236.61 ;     247.70 ;
  13 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   698.80;     0.00;   246.04 ;     247.70 ;
  13 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   698.80;     0.00;   246.04 ;     247.70 ;
  13 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;   236.61 ;     247.70 ;
  13 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;   236.61 ;     247.70 ;
  14 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   300.90;     0.00;     0.01 ;       0.01 ;
  14 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;   300.90;     0.00;     0.01 ;       0.01 ;
  14 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   197.34;     0.00;     0.01 ;       0.01 ;
  14 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   197.34;     0.00;     0.01 ;       0.01 ;
  14 ; 151 ; E4POL3-I-F;  7057  ; SE     ;   197.34;     0.00;     0.01 ;       0.01 ;
  14 ; 152 ; E4POL4-I-F;  7057  ; SE     ;   197.34;     0.00;     0.01 ;       0.01 ;
  14 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;   111.00;     0.00;     0.01 ;       0.01 ;
  14 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   262.77;     0.01 ;       0.01 ;
  14 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   270.00;     0.00;     0.01 ;       0.01 ;
  14 ; 302 ; FUTDCE-I-F;  3112  ; SE     ;   200.00;     0.00;     0.01 ;       0.01 ;
  14 ; 511 ; FUPL1I-I-F;    86  ; SE     ;   306.50;     0.00;     0.01 ;       0.01 ;
  14 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   156.50;     0.00;     0.01 ;       0.01 ;
  14 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   100.00;     0.00;     0.01 ;       0.01 ;
  14 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   100.00;     0.00;     0.01 ;       0.01 ;
  14 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     6.89 ;       0.01 ;
  14 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     6.89 ;       0.01 ;
  14 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   293.53;     0.00;     0.01 ;       0.01 ;
  14 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   293.53;     0.00;     0.01 ;       0.01 ;
  14 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     6.89 ;       0.01 ;
  14 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     6.89 ;       0.01 ;
  15 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   275.90;     0.00;     0.01 ;       0.01 ;
  15 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;   275.90;     0.00;     0.01 ;       0.01 ;
  15 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   228.19;     0.00;     0.01 ;       0.01 ;
  15 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   228.19;     0.00;     0.01 ;       0.01 ;
  15 ; 151 ; E4POL3-I-F;  7057  ; SE     ;   228.19;     0.00;     0.01 ;       0.01 ;
  15 ; 152 ; E4POL4-I-F;  7057  ; SE     ;   228.19;     0.00;     0.01 ;       0.01 ;
  15 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;   111.00;     0.00;     0.01 ;       0.01 ;
  15 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   262.77;     0.01 ;       0.01 ;
  15 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   270.00;     0.00;     0.01 ;       0.01 ;
  15 ; 302 ; FUTDCE-I-F;  3112  ; SE     ;   200.00;     0.00;     0.01 ;       0.01 ;
  15 ; 511 ; FUPL1I-I-F;    86  ; SE     ;   306.99;     0.00;     0.01 ;       0.01 ;
  15 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   156.50;     0.00;     0.01 ;       0.01 ;
  15 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   100.00;     0.00;     0.01 ;       0.01 ;
  15 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   100.00;     0.00;     0.01 ;       0.01 ;
  15 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     3.12 ;       0.01 ;
  15 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     3.12 ;       0.01 ;
  15 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   482.15;     0.00;     0.01 ;       0.01 ;
  15 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   482.15;     0.00;     0.01 ;       0.01 ;
  15 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     3.12 ;       0.01 ;
  15 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     3.12 ;       0.01 ;
  16 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   250.90;     0.00;     0.01 ;       0.01 ;
  16 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;   250.90;     0.00;     0.01 ;       0.01 ;
  16 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   231.46;     0.00;     0.01 ;       0.01 ;
  16 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   231.46;     0.00;     0.01 ;       0.01 ;
  16 ; 151 ; E4POL3-I-F;  7057  ; SE     ;   231.46;     0.00;     0.01 ;       0.01 ;
  16 ; 152 ; E4POL4-I-F;  7057  ; SE     ;   231.46;     0.00;     0.01 ;       0.01 ;
  16 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;   111.00;     0.00;     0.01 ;       0.01 ;
  16 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   262.77;     0.01 ;       0.01 ;
  16 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   270.00;     0.00;     0.01 ;       0.01 ;
  16 ; 302 ; FUTDCE-I-F;  3112  ; SE     ;   200.00;     0.00;     0.01 ;       0.01 ;
  16 ; 511 ; FUPL1I-I-F;    86  ; SE     ;   156.50;     0.00;     0.01 ;       0.01 ;
  16 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   318.80;     0.00;     0.01 ;       0.01 ;
  16 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   100.00;     0.00;     0.01 ;       0.01 ;
  16 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   100.00;     0.00;     0.01 ;       0.01 ;
  16 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     2.99 ;       0.01 ;
  16 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     2.99 ;       0.01 ;
  16 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   209.18;     0.00;     0.01 ;       0.01 ;
  16 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   209.18;     0.00;     0.01 ;       0.01 ;
  16 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     2.99 ;       0.01 ;
  16 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     2.99 ;       0.01 ;
  17 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   225.90;     0.00;     0.00 ;       0.00 ;
  17 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;   225.90;     0.00;     0.00 ;       0.00 ;
  17 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   235.64;     0.00;     0.00 ;       0.00 ;
  17 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   235.64;     0.00;     0.00 ;       0.00 ;
  17 ; 151 ; E4POL3-I-F;  7057  ; SE     ;   235.64;     0.00;     0.00 ;       0.00 ;
  17 ; 152 ; E4POL4-I-F;  7057  ; SE     ;   235.64;     0.00;     0.00 ;       0.00 ;
  17 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;   111.00;     0.00;     0.00 ;       0.00 ;
  17 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   262.77;     0.00 ;       0.00 ;
  17 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   270.00;     0.00;     0.00 ;       0.00 ;
  17 ; 302 ; FUTDCE-I-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  17 ; 511 ; FUPL1I-I-F;    86  ; SE     ;   318.59;     0.00;     0.00 ;       0.00 ;
  17 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   156.50;     0.00;     0.00 ;       0.00 ;
  17 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  17 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  17 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     2.92 ;       0.01 ;
  17 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     2.92 ;       0.01 ;
  17 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  17 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  17 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     2.92 ;       0.01 ;
  17 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     2.92 ;       0.01 ;
  18 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   250.90;     0.00;     0.00 ;       0.00 ;
  18 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;   250.90;     0.00;     0.00 ;       0.00 ;
  18 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   235.67;     0.00;     0.00 ;       0.00 ;
  18 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   235.67;     0.00;     0.00 ;       0.00 ;
  18 ; 151 ; E4POL3-I-F;  7057  ; SE     ;   235.67;     0.00;     0.00 ;       0.00 ;
  18 ; 152 ; E4POL4-I-F;  7057  ; SE     ;   235.67;     0.00;     0.00 ;       0.00 ;
  18 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;   111.00;     0.00;     0.00 ;       0.00 ;
  18 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   262.77;     0.00 ;       0.00 ;
  18 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   270.00;     0.00;     0.00 ;       0.00 ;
  18 ; 302 ; FUTDCE-I-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  18 ; 511 ; FUPL1I-I-F;    86  ; SE     ;   156.50;     0.00;     0.00 ;       0.00 ;
  18 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   325.30;     0.00;     0.00 ;       0.00 ;
  18 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  18 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  18 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     2.95 ;       0.01 ;
  18 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     2.95 ;       0.01 ;
  18 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  18 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  18 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     2.95 ;       0.01 ;
  18 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     2.95 ;       0.01 ;
  19 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   225.90;     0.00;     0.00 ;       0.00 ;
  19 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;   225.90;     0.00;     0.00 ;       0.00 ;
  19 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   241.83;     0.00;     0.00 ;       0.00 ;
  19 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   241.83;     0.00;     0.00 ;       0.00 ;
  19 ; 151 ; E4POL3-I-F;  7057  ; SE     ;   241.83;     0.00;     0.00 ;       0.00 ;
  19 ; 152 ; E4POL4-I-F;  7057  ; SE     ;   241.83;     0.00;     0.00 ;       0.00 ;
  19 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;   111.00;     0.00;     0.00 ;       0.00 ;
  19 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   262.77;     0.00 ;       0.00 ;
  19 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   270.00;     0.00;     0.00 ;       0.00 ;
  19 ; 302 ; FUTDCE-I-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  19 ; 511 ; FUPL1I-I-F;    86  ; SE     ;   156.50;     0.00;     0.00 ;       0.00 ;
  19 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   324.67;     0.00;     0.00 ;       0.00 ;
  19 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  19 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  19 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     3.07 ;       0.01 ;
  19 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     3.07 ;       0.01 ;
  19 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  19 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  19 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     3.07 ;       0.01 ;
  19 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     3.07 ;       0.01 ;
  20 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   200.90;     0.00;     0.00 ;       0.00 ;
  20 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;   200.90;     0.00;     0.00 ;       0.00 ;
  20 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   262.05;     0.00;     0.00 ;       0.00 ;
  20 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   262.05;     0.00;     0.00 ;       0.00 ;
  20 ; 151 ; E4POL3-I-F;  7057  ; SE     ;   262.05;     0.00;     0.00 ;       0.00 ;
  20 ; 152 ; E4POL4-I-F;  7057  ; SE     ;   262.05;     0.00;     0.00 ;       0.00 ;
  20 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;   111.00;     0.00;     0.00 ;       0.00 ;
  20 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   262.77;     0.00 ;       0.00 ;
  20 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   270.00;     0.00;     0.00 ;       0.00 ;
  20 ; 302 ; FUTDCE-I-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  20 ; 511 ; FUPL1I-I-F;    86  ; SE     ;   339.71;     0.00;     0.00 ;       0.00 ;
  20 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   156.50;     0.00;     0.00 ;       0.00 ;
  20 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  20 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  20 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     3.06 ;       0.01 ;
  20 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     3.06 ;       0.01 ;
  20 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  20 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  20 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     3.06 ;       0.01 ;
  20 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     3.06 ;       0.01 ;
  21 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   175.90;     0.00;     0.00 ;       0.00 ;
  21 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;   175.90;     0.00;     0.00 ;       0.00 ;
  21 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   266.71;     0.00;     0.00 ;       0.00 ;
  21 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   266.71;     0.00;     0.00 ;       0.00 ;
  21 ; 151 ; E4POL3-I-F;  7057  ; SE     ;   266.71;     0.00;     0.00 ;       0.00 ;
  21 ; 152 ; E4POL4-I-F;  7057  ; SE     ;   266.71;     0.00;     0.00 ;       0.00 ;
  21 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;   111.00;     0.00;     0.00 ;       0.00 ;
  21 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   262.77;     0.00 ;       0.00 ;
  21 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   270.00;     0.00;     0.00 ;       0.00 ;
  21 ; 302 ; FUTDCE-I-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  21 ; 511 ; FUPL1I-I-F;    86  ; SE     ;   339.77;     0.00;     0.00 ;       0.00 ;
  21 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   156.50;     0.00;     0.00 ;       0.00 ;
  21 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  21 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  21 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     2.89 ;       0.01 ;
  21 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     2.89 ;       0.01 ;
  21 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  21 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  21 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     2.89 ;       0.01 ;
  21 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     2.89 ;       0.01 ;
  22 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   151.34;     0.00;     0.00 ;       0.00 ;
  22 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;   151.34;     0.00;     0.00 ;       0.00 ;
  22 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   269.04;     0.00;     0.00 ;       0.00 ;
  22 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   269.04;     0.00;     0.00 ;       0.00 ;
  22 ; 151 ; E4POL3-I-F;  7057  ; SE     ;   269.04;     0.00;     0.00 ;       0.00 ;
  22 ; 152 ; E4POL4-I-F;  7057  ; SE     ;   269.04;     0.00;     0.00 ;       0.00 ;
  22 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;   111.00;     0.00;     0.00 ;       0.00 ;
  22 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   262.77;     0.00 ;       0.00 ;
  22 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   270.00;     0.00;     0.00 ;       0.00 ;
  22 ; 302 ; FUTDCE-I-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  22 ; 511 ; FUPL1I-I-F;    86  ; SE     ;   156.50;     0.00;     0.00 ;       0.00 ;
  22 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   316.53;     0.00;     0.00 ;       0.00 ;
  22 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  22 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  22 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     2.85 ;       0.01 ;
  22 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     2.85 ;       0.01 ;
  22 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  22 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  22 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     2.85 ;       0.01 ;
  22 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     2.85 ;       0.01 ;
  23 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   176.34;     0.00;     0.00 ;       0.00 ;
  23 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;   176.34;     0.00;     0.00 ;       0.00 ;
  23 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   268.86;     0.00;     0.00 ;       0.00 ;
