***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 21 - Marco de 2025 (CPLEX)                             *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA ONS                                                                                                                                                   


____________________________________________________________________

  TE  PMO - OUTUBRO/25 - NOVEMBRO/25 - REV 2 - FCF COM CVAR - 12 REE - VALOR ESPE- Data do Caso: 11/10/2025                                                       
____________________________________________________________________

-------------------------------------------------------
Custos marginais dos contratos de importacao de energia                         
-------------------------------------------------------
---------------------------------------------------
IPER:      Indice do periodo.                                                                                                                                                                           
CONTR:     Numero do contrato de imp/exp de energia                                                                                                                                                     
NomeContr: Nome do contrato de imp/exp de energia                                                                                                                                                       
NumBarra:  Numero da barra da rede eletrica                                                                                                                                                             
NomeSist:  Nome do subsistema                                                                                                                                                                           
Econtr:    Energia contratada                                                                                                                                                                           
CustContr: Custo (Preco) da energia imp/exp                                                                                                                                                             
CMO:       Custo marginal de operacao                                                                                                                                                                   
CMB:       Custo marginal de operacao da barra                                                                                                                                                          
---------------------------------------------------

-----;-----;-----------;--------;--------;---------;---------;----------;------------;
IPER ;CONTR; NomeContr ;NumBarra;NomeSist; Econtr  ;CustContr;   CMO    ;    CMB     ;
  -  ;  -  ;     -     ;   -    ;   -    ;  (MW)   ;  (MW)   ; (R$/MWh) ;  (R$/MWh)  ;
-----;-----;-----------;--------;--------;---------;---------;----------;------------;
  23 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   268.86;     0.00;     0.00 ;       0.00 ;
  23 ; 151 ; E4POL3-I-F;  7057  ; SE     ;   268.86;     0.00;     0.00 ;       0.00 ;
  23 ; 152 ; E4POL4-I-F;  7057  ; SE     ;   268.86;     0.00;     0.00 ;       0.00 ;
  23 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;   111.00;     0.00;     0.00 ;       0.00 ;
  23 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   262.77;     0.00 ;       0.00 ;
  23 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   270.00;     0.00;     0.00 ;       0.00 ;
  23 ; 302 ; FUTDCE-I-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  23 ; 511 ; FUPL1I-I-F;    86  ; SE     ;   156.50;     0.00;     0.00 ;       0.00 ;
  23 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   315.31;     0.00;     0.00 ;       0.00 ;
  23 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  23 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  23 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     2.99 ;       0.01 ;
  23 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     2.99 ;       0.01 ;
  23 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  23 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  23 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     2.99 ;       0.01 ;
  23 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     2.99 ;       0.01 ;
  24 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   151.34;     0.00;     0.00 ;       0.00 ;
  24 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;   151.34;     0.00;     0.00 ;       0.00 ;
  24 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   289.23;     0.00;     0.00 ;       0.00 ;
  24 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   289.23;     0.00;     0.00 ;       0.00 ;
  24 ; 151 ; E4POL3-I-F;  7057  ; SE     ;   289.23;     0.00;     0.00 ;       0.00 ;
  24 ; 152 ; E4POL4-I-F;  7057  ; SE     ;   289.23;     0.00;     0.00 ;       0.00 ;
  24 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;   111.00;     0.00;     0.00 ;       0.00 ;
  24 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   262.77;     0.00 ;       0.00 ;
  24 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   270.00;     0.00;     0.00 ;       0.00 ;
  24 ; 302 ; FUTDCE-I-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  24 ; 511 ; FUPL1I-I-F;    86  ; SE     ;   273.52;     0.00;     0.00 ;       0.00 ;
  24 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   156.50;     0.00;     0.00 ;       0.00 ;
  24 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  24 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  24 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     3.11 ;       0.01 ;
  24 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     3.11 ;       0.01 ;
  24 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  24 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  24 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     3.11 ;       0.01 ;
  24 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     3.11 ;       0.01 ;
  25 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   176.34;     0.00;     0.00 ;       0.00 ;
  25 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;   176.34;     0.00;     0.00 ;       0.00 ;
  25 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   268.48;     0.00;     0.00 ;       0.00 ;
  25 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   268.48;     0.00;     0.00 ;       0.00 ;
  25 ; 151 ; E4POL3-I-F;  7057  ; SE     ;   268.48;     0.00;     0.00 ;       0.00 ;
  25 ; 152 ; E4POL4-I-F;  7057  ; SE     ;   268.48;     0.00;     0.00 ;       0.00 ;
  25 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;   111.00;     0.00;     0.00 ;       0.00 ;
  25 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   262.77;     0.00 ;       0.00 ;
  25 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   270.00;     0.00;     0.00 ;       0.00 ;
  25 ; 302 ; FUTDCE-I-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  25 ; 511 ; FUPL1I-I-F;    86  ; SE     ;   330.57;     0.00;     0.00 ;       0.00 ;
  25 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   156.50;     0.00;     0.00 ;       0.00 ;
  25 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  25 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  25 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     3.19 ;       0.01 ;
  25 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     3.19 ;       0.01 ;
  25 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  25 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  25 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     3.19 ;       0.01 ;
  25 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     3.19 ;       0.01 ;
  26 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   163.09;     0.00;     0.00 ;       0.00 ;
  26 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;   163.09;     0.00;     0.00 ;       0.00 ;
  26 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   267.79;     0.00;     0.00 ;       0.00 ;
  26 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   267.79;     0.00;     0.00 ;       0.00 ;
  26 ; 151 ; E4POL3-I-F;  7057  ; SE     ;   267.79;     0.00;     0.00 ;       0.00 ;
  26 ; 152 ; E4POL4-I-F;  7057  ; SE     ;   267.79;     0.00;     0.00 ;       0.00 ;
  26 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;   111.00;     0.00;     0.00 ;       0.00 ;
  26 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   262.77;     0.00 ;       0.00 ;
  26 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   270.00;     0.00;     0.00 ;       0.00 ;
  26 ; 302 ; FUTDCE-I-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  26 ; 511 ; FUPL1I-I-F;    86  ; SE     ;   296.96;     0.00;     0.00 ;       0.00 ;
  26 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   156.50;     0.00;     0.00 ;       0.00 ;
  26 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  26 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  26 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     0.01 ;       0.01 ;
  26 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     0.01 ;       0.01 ;
  26 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  26 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  26 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     0.01 ;       0.01 ;
  26 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     0.01 ;       0.01 ;
  27 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   188.09;     0.00;     0.00 ;       0.00 ;
  27 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;   188.09;     0.00;     0.00 ;       0.00 ;
  27 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   262.98;     0.00;     0.00 ;       0.00 ;
  27 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   262.98;     0.00;     0.00 ;       0.00 ;
  27 ; 151 ; E4POL3-I-F;  7057  ; SE     ;   262.98;     0.00;     0.00 ;       0.00 ;
  27 ; 152 ; E4POL4-I-F;  7057  ; SE     ;   262.98;     0.00;     0.00 ;       0.00 ;
  27 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;   111.00;     0.00;     0.00 ;       0.00 ;
  27 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   262.77;     0.00 ;       0.00 ;
  27 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   270.00;     0.00;     0.00 ;       0.00 ;
  27 ; 302 ; FUTDCE-I-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  27 ; 511 ; FUPL1I-I-F;    86  ; SE     ;   300.51;     0.00;     0.00 ;       0.00 ;
  27 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   156.50;     0.00;     0.00 ;       0.00 ;
  27 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  27 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  27 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     3.16 ;       0.01 ;
  27 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     3.16 ;       0.01 ;
  27 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  27 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  27 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     3.16 ;       0.01 ;
  27 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     3.16 ;       0.01 ;
  28 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   213.09;     0.00;     0.00 ;       0.00 ;
  28 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;   213.09;     0.00;     0.00 ;       0.00 ;
  28 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   250.48;     0.00;     0.00 ;       0.00 ;
  28 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   250.48;     0.00;     0.00 ;       0.00 ;
  28 ; 151 ; E4POL3-I-F;  7057  ; SE     ;   250.48;     0.00;     0.00 ;       0.00 ;
  28 ; 152 ; E4POL4-I-F;  7057  ; SE     ;   250.48;     0.00;     0.00 ;       0.00 ;
  28 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;   111.00;     0.00;     0.00 ;       0.00 ;
  28 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   262.77;     0.00 ;       0.00 ;
  28 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   270.00;     0.00;     0.00 ;       0.00 ;
  28 ; 302 ; FUTDCE-I-F;  3112  ; SE     ;   200.00;     0.00;     0.00 ;       0.00 ;
  28 ; 511 ; FUPL1I-I-F;    86  ; SE     ;   244.38;     0.00;     0.00 ;       0.00 ;
  28 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   156.50;     0.00;     0.00 ;       0.00 ;
  28 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  28 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  28 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     3.08 ;       0.01 ;
  28 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     3.08 ;       0.01 ;
  28 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  28 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   100.00;     0.00;     0.00 ;       0.00 ;
  28 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     3.08 ;       0.01 ;
  28 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     3.08 ;       0.01 ;
  29 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   198.14;     0.00;     0.01 ;       0.01 ;
  29 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;   198.14;     0.00;     0.01 ;       0.01 ;
  29 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   257.96;     0.00;     0.01 ;       0.01 ;
  29 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   257.96;     0.00;     0.01 ;       0.01 ;
  29 ; 151 ; E4POL3-I-F;  7057  ; SE     ;   257.96;     0.00;     0.01 ;       0.01 ;
  29 ; 152 ; E4POL4-I-F;  7057  ; SE     ;   257.96;     0.00;     0.01 ;       0.01 ;
  29 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;   111.00;     0.00;     0.01 ;       0.01 ;
  29 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   262.77;     0.01 ;       0.01 ;
  29 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   270.00;     0.00;     0.01 ;       0.01 ;
  29 ; 302 ; FUTDCE-I-F;  3112  ; SE     ;   200.00;     0.00;     0.01 ;       0.01 ;
  29 ; 511 ; FUPL1I-I-F;    86  ; SE     ;   156.50;     0.00;     0.01 ;       0.01 ;
  29 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   334.97;     0.00;     0.01 ;       0.01 ;
  29 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   100.00;     0.00;     0.01 ;       0.01 ;
  29 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   100.00;     0.00;     0.01 ;       0.01 ;
  29 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     0.01 ;       0.01 ;
  29 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     0.01 ;       0.01 ;
  29 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   100.00;     0.00;     0.01 ;       0.01 ;
  29 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   100.00;     0.00;     0.01 ;       0.01 ;
  29 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     0.01 ;       0.01 ;
  29 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     0.01 ;       0.01 ;
  30 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   223.14;     0.00;     0.01 ;       0.01 ;
  30 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;   223.14;     0.00;     0.01 ;       0.01 ;
  30 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   245.46;     0.00;     0.01 ;       0.01 ;
  30 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   245.46;     0.00;     0.01 ;       0.01 ;
  30 ; 151 ; E4POL3-I-F;  7057  ; SE     ;   245.46;     0.00;     0.01 ;       0.01 ;
  30 ; 152 ; E4POL4-I-F;  7057  ; SE     ;   245.46;     0.00;     0.01 ;       0.01 ;
  30 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;   111.00;     0.00;     0.01 ;       0.01 ;
  30 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   262.77;     0.01 ;       0.01 ;
  30 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   270.00;     0.00;     0.01 ;       0.01 ;
  30 ; 302 ; FUTDCE-I-F;  3112  ; SE     ;   200.00;     0.00;     0.01 ;       0.01 ;
  30 ; 511 ; FUPL1I-I-F;    86  ; SE     ;   280.54;     0.00;     0.01 ;       0.01 ;
  30 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   156.50;     0.00;     0.01 ;       0.01 ;
  30 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   100.00;     0.00;     0.01 ;       0.01 ;
  30 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   100.00;     0.00;     0.01 ;       0.01 ;
  30 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;     3.10 ;       0.01 ;
  30 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;     3.10 ;       0.01 ;
  30 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   100.00;     0.00;     0.01 ;       0.01 ;
  30 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   100.00;     0.00;     0.01 ;       0.01 ;
  30 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;     3.10 ;       0.01 ;
  30 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;     3.10 ;       0.01 ;
  31 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   248.14;     0.00;   117.44 ;      81.47 ;
  31 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;   248.14;     0.00;   117.44 ;      81.47 ;
  31 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   200.84;     0.00;   117.44 ;      81.47 ;
  31 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   200.84;     0.00;   117.44 ;      81.47 ;
  31 ; 151 ; E4POL3-I-F;  7057  ; SE     ;   200.84;     0.00;   117.44 ;      81.47 ;
  31 ; 152 ; E4POL4-I-F;  7057  ; SE     ;   200.84;     0.00;   117.44 ;      81.47 ;
  31 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;   111.00;     0.00;   117.44 ;     101.36 ;
  31 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   262.77;   117.44 ;     101.36 ;
  31 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   270.00;     0.00;   117.44 ;     101.35 ;
  31 ; 302 ; FUTDCE-I-F;  3112  ; SE     ;   200.00;     0.00;   117.44 ;      99.03 ;
  31 ; 511 ; FUPL1I-I-F;    86  ; SE     ;   334.20;     0.00;   117.44 ;     292.06 ;
  31 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   156.50;     0.00;   117.44 ;     292.06 ;
  31 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;  1937.00;     0.00;   117.44 ;     100.84 ;
  31 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;  1937.00;     0.00;   117.44 ;     100.84 ;
  31 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;   103.08 ;     100.84 ;
  31 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;   103.08 ;     100.84 ;
  31 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   100.00;     0.00;   117.44 ;      99.93 ;
  31 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   100.00;     0.00;   117.44 ;      99.93 ;
  31 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;   103.08 ;     100.84 ;
  31 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;   103.08 ;     100.84 ;
  32 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   250.69;     0.00;   276.80 ;     263.08 ;
  32 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;   250.69;     0.00;   276.80 ;     263.08 ;
  32 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   199.57;     0.00;   276.80 ;     263.08 ;
  32 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   199.57;     0.00;   276.80 ;     263.08 ;
  32 ; 151 ; E4POL3-I-F;  7057  ; SE     ;   199.57;     0.00;   276.80 ;     263.08 ;
  32 ; 152 ; E4POL4-I-F;  7057  ; SE     ;   199.57;     0.00;   276.80 ;     263.08 ;
  32 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;   111.00;     0.00;   276.80 ;     270.65 ;
  32 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   262.77;   276.80 ;     270.65 ;
  32 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   270.00;     0.00;   276.80 ;     270.64 ;
  32 ; 302 ; FUTDCE-I-F;  3112  ; SE     ;   200.00;     0.00;   276.80 ;     269.77 ;
  32 ; 511 ; FUPL1I-I-F;    86  ; SE     ;   758.53;     0.00;   276.80 ;     343.22 ;
  32 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   156.50;     0.00;   276.80 ;     343.22 ;
  32 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;  1079.15;     0.00;   276.80 ;     270.45 ;
  32 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;  1079.15;     0.00;   276.80 ;     270.45 ;
  32 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;   270.74 ;     270.45 ;
  32 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;   270.74 ;     270.45 ;
  32 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   100.00;     0.00;   276.80 ;     270.11 ;
  32 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   100.00;     0.00;   276.80 ;     270.11 ;
  32 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;   270.74 ;     270.45 ;
  32 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;   270.74 ;     270.45 ;
  33 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   275.69;     0.00;   291.48 ;     279.73 ;
  33 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;   275.69;     0.00;   291.48 ;     279.73 ;
  33 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   194.66;     0.00;   291.48 ;     279.73 ;
  33 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   194.66;     0.00;   291.48 ;     279.73 ;
  33 ; 151 ; E4POL3-I-F;  7057  ; SE     ;   194.66;     0.00;   291.48 ;     279.73 ;
  33 ; 152 ; E4POL4-I-F;  7057  ; SE     ;   194.66;     0.00;   291.48 ;     279.73 ;
  33 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;   111.00;     0.00;   291.48 ;     286.23 ;
  33 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   262.77;   291.48 ;     286.23 ;
  33 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   270.00;     0.00;   291.48 ;     286.22 ;
  33 ; 302 ; FUTDCE-I-F;  3112  ; SE     ;   200.00;     0.00;   291.48 ;     285.47 ;
  33 ; 511 ; FUPL1I-I-F;    86  ; SE     ;  1360.42;     0.00;   291.48 ;     348.58 ;
  33 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   156.50;     0.00;   291.48 ;     348.58 ;
  33 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   553.27;     0.00;   291.48 ;     286.06 ;
  33 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   553.27;     0.00;   291.48 ;     286.06 ;
  33 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;   286.24 ;     286.06 ;
  33 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;   286.24 ;     286.06 ;
  33 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   100.00;     0.00;   291.48 ;     285.76 ;
  33 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   100.00;     0.00;   291.48 ;     285.76 ;
  33 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;   286.24 ;     286.06 ;
  33 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;   286.24 ;     286.06 ;
  34 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   278.98;     0.00;   302.50 ;     292.24 ;
  34 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;   278.98;     0.00;   302.50 ;     292.24 ;
  34 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   185.42;     0.00;   302.50 ;     292.24 ;
  34 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   185.42;     0.00;   302.50 ;     292.24 ;
  34 ; 151 ; E4POL3-I-F;  7057  ; SE     ;   185.42;     0.00;   302.50 ;     292.24 ;
  34 ; 152 ; E4POL4-I-F;  7057  ; SE     ;   185.42;     0.00;   302.50 ;     292.24 ;
  34 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;   111.00;     0.00;   302.50 ;     297.93 ;
  34 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   262.77;   302.50 ;     297.93 ;
  34 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   270.00;     0.00;   302.50 ;     297.93 ;
  34 ; 302 ; FUTDCE-I-F;  3112  ; SE     ;   200.00;     0.00;   302.50 ;     297.27 ;
  34 ; 511 ; FUPL1I-I-F;    86  ; SE     ;  1488.16;     0.00;   302.50 ;     352.53 ;
  34 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   156.50;     0.00;   302.50 ;     352.53 ;
  34 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   666.28;     0.00;   302.50 ;     297.78 ;
  34 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   666.28;     0.00;   302.50 ;     297.78 ;
  34 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;   301.28 ;     297.78 ;
  34 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;   301.28 ;     297.78 ;
  34 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   100.00;     0.00;   302.50 ;     297.52 ;
  34 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   100.00;     0.00;   302.50 ;     297.52 ;
