NUM     NOME      itp   DI HI M DF HF M      VAZAO
XXX XXXXXXXXXXXX   X    XXxXXxXxXXxXXxX     XXXXXXXXX
127 SOBRAGI        1    14      F                  20
127 SOBRAGI        1    15      F                  24
127 SOBRAGI        1    16      F                  21
127 SOBRAGI        1    17      F                  19
126 PICADA         1    11      F                  13
126 PICADA         1    12      F                  15
126 PICADA         1    14      F                  17
126 PICADA         1    15      F                  21
126 PICADA         1    16      F                  20
126 PICADA         1    17      F                  17
283 STA CLARA MG   1    11      F                   5
145 SUICA          1    11      F                   3
145 SUICA          1    16      F                   4
261 LAJEADO        1    11      F                  36
261 LAJEADO        1    13      F                  42
261 LAJEADO        1    14      F                  53
261 LAJEADO        1    15      F                  58
261 LAJEADO        1    17      F                  54
 48 PIRAJU         1    11      F                   1
 48 PIRAJU         1    14      F                   2
 53 PARANAPANEMA   1    11      F                   0
249 OURINHOS       1    11      F                   1
241 SLT VERDINHO   1    11      F                   5
304 ITIQUIRA I     1    11      F                  36
304 ITIQUIRA I     1    12      F                  37
304 ITIQUIRA I     1    13      F                  38
304 ITIQUIRA I     1    14      F                  39
304 ITIQUIRA I     1    16      F                  40
305 ITIQUIRA II    1    11      F                   0
196 GUAPORE        1    11      F                  29
196 GUAPORE        1    13      F                  30
195 JAURU          1    11      F                  61
195 JAURU          1    14      F                  62
 95 QUEBRA QUEIX   1    11      F                  76
 95 QUEBRA QUEIX   1    12      F                  73
 95 QUEBRA QUEIX   1    13      F                  91
 95 QUEBRA QUEIX   1    14      F                 124
 95 QUEBRA QUEIX   1    15      F                 113
 95 QUEBRA QUEIX   1    16      F                 104
 95 QUEBRA QUEIX   1    17      F                  98
203 CORUMBA III    1    11      F                   4
203 CORUMBA III    1    15      F                   5
154 ITAPEBI        1    11      F                   4
310 DARDANELOS     1    11      F                  43
310 DARDANELOS     1    14      F                  44
310 DARDANELOS     1    15      F                  45
310 DARDANELOS     1    16      F                  46
310 DARDANELOS     1    17      F                  48
 29 CORUMBA IV     1    11      F                  18
 29 CORUMBA IV     1    14      F                  19
 29 CORUMBA IV     1    15      F                  23
 29 CORUMBA IV     1    16      F                  29
 29 CORUMBA IV     1    17      F                  32
 94 MONJOLINHO     1    11      F                  52
 94 MONJOLINHO     1    12      F                  66
 94 MONJOLINHO     1    13      F                 106
 94 MONJOLINHO     1    14      F                  96
 94 MONJOLINHO     1    15      F                  80
 94 MONJOLINHO     1    16      F                  73
 94 MONJOLINHO     1    17      F                  99
215 SALTO PILAO    1    11      F                  94
215 SALTO PILAO    1    12      F                  86
215 SALTO PILAO    1    13      F                 198
215 SALTO PILAO    1    14      F                 202
215 SALTO PILAO    1    15      F                 170
215 SALTO PILAO    1    16      F                 144
215 SALTO PILAO    1    17      F                 134
155 RETIRO BAIXO   1    11      F                  18
155 RETIRO BAIXO   1    15      F                  19
155 RETIRO BAIXO   1    16      F                  20
311 CACU           1    11      F                  49
311 CACU           1    12      F                  48
311 CACU           1    13      F                  47
311 CACU           1    14      F                  53
311 CACU           1    15      F                  52
311 CACU           1    16      F                  49
311 CACU           1    17      F                  48
312 B. COQUEIROS   1    11      F                   2
315 FOZ R. CLARO   1    11      F                   4
 21 SERRA FACAO    1    11      F                   9
 21 SERRA FACAO    1    12      F                   8
 21 SERRA FACAO    1    14      F                  10
 21 SERRA FACAO    1    15      F                  12
 21 SERRA FACAO    1    16      F                  13
 21 SERRA FACAO    1    17      F                  12
290 ESPORA         1    11      F                  48
290 ESPORA         1    15      F                  49
101 SAO JOSE       1    11      F                 383
101 SAO JOSE       1    12      F                 362
101 SAO JOSE       1    13      F                 434
101 SAO JOSE       1    14      F                 541
101 SAO JOSE       1    15      F                 637
101 SAO JOSE       1    16      F                 610
101 SAO JOSE       1    17      F                 569
276 RONDON II      1    11      F                  63
276 RONDON II      1    12      F                  64
276 RONDON II      1    13      F                  68
276 RONDON II      1    14      F                  73
276 RONDON II      1    15      F                  77
276 RONDON II      1    16      F                  81
276 RONDON II      1    17      F                  83
102 PASSO S JOAO   1    11      F                  15
102 PASSO S JOAO   1    12      F                  14
102 PASSO S JOAO   1    13      F                  17
102 PASSO S JOAO   1    14      F                  21
102 PASSO S JOAO   1    15      F                  25
102 PASSO S JOAO   1    16      F                  23
102 PASSO S JOAO   1    17      F                  22
277 BALBINA        1    11      F                 470
277 BALBINA        1    12      F                 476
277 BALBINA        1    13      F                 470
277 BALBINA        1    14      F                 462
277 BALBINA        1    15      F                 455
277 BALBINA        1    16      F                 451
277 BALBINA        1    17      F                 448
285 JIRAU          1    11      F                4887
285 JIRAU          1    12      F                4758
285 JIRAU          1    13      F                4636
285 JIRAU          1    14      F                4527
285 JIRAU          1    15      F                4404
285 JIRAU          1    16      F                4274
285 JIRAU          1    17      F                4188
286 STO ANT JARI   1    11      F                 393
286 STO ANT JARI   1    12      F                 386
286 STO ANT JARI   1    13      F                 379
286 STO ANT JARI   1    14      F                 372
286 STO ANT JARI   1    15      F                 365
286 STO ANT JARI   1    16      F                 359
286 STO ANT JARI   1    17      F                 352
284 FERREIRA GOM   1    11      F                   2
227 SINOP          1    11      F                 331
227 SINOP          1    12      F                 335
227 SINOP          1    13      F                 342
227 SINOP          1    14      F                 355
227 SINOP          1    15      F                 371
227 SINOP          1    16      F                 390
227 SINOP          1    17      F                 407
228 COLIDER        1    11      F                  31
228 COLIDER        1    13      F                  32
228 COLIDER        1    14      F                  33
228 COLIDER        1    15      F                  34
228 COLIDER        1    16      F                  36
228 COLIDER        1    17      F                  38
229 TELES PIRES    1    11      F                 143
229 TELES PIRES    1    12      F                 163
229 TELES PIRES    1    13      F                 203
229 TELES PIRES    1    14      F                 259
229 TELES PIRES    1    15      F                 329
229 TELES PIRES    1    16      F                 385
229 TELES PIRES    1    17      F                 453
309 JURUENA        1    11      F                 125
309 JURUENA        1    14      F                 126
192 GUILMAN-AMOR   1    11      F                  13
230 SAO MANOEL     1    11      F                   1
230 SAO MANOEL     1    12      F                   2
230 SAO MANOEL     1    15      F                   3
230 SAO MANOEL     1    16      F                   4
288 BELO MONTE     1    11      F                   0
314 PIMENTAL       1    11      F                 772
314 PIMENTAL       1    12      F                 780
314 PIMENTAL       1    13      F                 786
314 PIMENTAL       1    14      F                 794
314 PIMENTAL       1    15      F                 803
314 PIMENTAL       1    16      F                 814
314 PIMENTAL       1    17      F                 826
FIM
