***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 21 - Marco de 2025 (CPLEX)                             *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA ONS                                                                                                                                                   


____________________________________________________________________

  TE  PMO - OUTUBRO/25 - NOVEMBRO/25 - REV 2 - FCF COM CVAR - 12 REE - VALOR ESPE- Data do Caso: 11/10/2025                                                       
____________________________________________________________________


 
Relatorio dos Contratos de importacao/exportacao de energia e  
 
-----;--------;-----;--------------;----;----;-----------;
 IPER;   Pat  ; Num ;    Nome      ;Tipo;Sist;  Econtr   ;
-----;--------;-----;--------------;----;----;-----------;
   8 ;   LEVE ; 151 ;   E4POL3-I-F ; CI ; SE ;    162.82 ;
   8 ;   LEVE ; 152 ;   E4POL4-I-F ; CI ; SE ;    162.82 ;
   8 ;   LEVE ; 383 ;   ATLANT-E   ; CE ; SE ;    330.00 ;
   8 ;   LEVE ;  65 ;   TKUTA2-I   ; CI ; SE ;    111.00 ;
   8 ;   LEVE ; 183 ;   TKUTAT-I   ; CI ; SE ;    219.00 ;
   8 ;   LEVE ; 301 ;   FUTDAE-E-F ; CE ; SE ;    270.00 ;
   8 ;   LEVE ; 311 ;   FUTDAS-I-F ; CI ; SE ;    270.00 ;
   8 ;   LEVE ; 302 ;   FUTDCE-I-F ; CI ; SE ;    200.00 ;
   8 ;   LEVE ; 312 ;   FUTDCS-E-F ; CE ; SE ;    200.00 ;
   8 ;   LEVE ; 501 ;   FUPL1F-E-F ; CE ; SE ;    252.68 ;
   8 ;   LEVE ; 511 ;   FUPL1I-I-F ; CI ; SE ;    252.68 ;
   8 ;   LEVE ; 502 ;   FUPL3F-E-F ; CE ; SE ;    156.50 ;
   8 ;   LEVE ; 512 ;   FUPL3I-I-F ; CI ; SE ;    156.50 ;
   8 ;   LEVE ; 601 ;   MBXNG3-E-F ; CE ; N  ;   1201.95 ;
   8 ;   LEVE ; 602 ;   MBXNG4-E-F ; CE ; N  ;   1201.95 ;
   8 ;   LEVE ; 611 ;   MDRIO1-I-F ; CI ; SE ;   1201.95 ;
   8 ;   LEVE ; 612 ;   MDRIO2-I-F ; CI ; SE ;   1201.95 ;
   8 ;   LEVE ; 621 ;   MDRIO1-E-F ; CE ; SE ;      0.00 ;
   8 ;   LEVE ; 622 ;   MDRIO2-E-F ; CE ; SE ;      0.00 ;
   8 ;   LEVE ; 631 ;   MBXNG3-I-F ; CI ; N  ;      0.00 ;
   8 ;   LEVE ; 632 ;   MBXNG4-I-F ; CI ; N  ;      0.00 ;
   8 ;   LEVE ; 701 ;   MBXNG1-E-F ; CE ; N  ;    100.00 ;
   8 ;   LEVE ; 702 ;   MBXNG2-E-F ; CE ; N  ;    100.00 ;
   8 ;   LEVE ; 711 ;   MDEST1-I-F ; CI ; SE ;    100.00 ;
   8 ;   LEVE ; 712 ;   MDEST2-I-F ; CI ; SE ;    100.00 ;
   8 ;   LEVE ; 721 ;   MDEST1-E-F ; CE ; SE ;      0.00 ;
   8 ;   LEVE ; 722 ;   MDEST2-E-F ; CE ; SE ;      0.00 ;
   8 ;   LEVE ; 731 ;   MBXNG1-I-F ; CI ; N  ;      0.00 ;
   8 ;   LEVE ; 732 ;   MBXNG2-I-F ; CI ; N  ;      0.00 ;
   9 ;   LEVE ; 101 ;   BKCPV2-E-F ; CE ; SE ;    325.90 ;
   9 ;   LEVE ; 102 ;   BKCPV4-E-F ; CE ; SE ;    325.90 ;
   9 ;   LEVE ; 111 ;   BKCPV1-I-F ; CI ; SE ;    325.90 ;
   9 ;   LEVE ; 112 ;   BKCPV3-I-F ; CI ; SE ;    325.90 ;
   9 ;   LEVE ; 121 ;   E1POL1-E-F ; CE ; SE ;    175.81 ;
   9 ;   LEVE ; 122 ;   E1POL2-E-F ; CE ; SE ;    175.81 ;
   9 ;   LEVE ; 131 ;   E2POL1-I-F ; CI ; SE ;    175.81 ;
   9 ;   LEVE ; 132 ;   E2POL2-I-F ; CI ; SE ;    175.81 ;
   9 ;   LEVE ; 141 ;   E3POL3-E-F ; CE ; SE ;    175.81 ;
   9 ;   LEVE ; 142 ;   E3POL4-E-F ; CE ; SE ;    175.81 ;
   9 ;   LEVE ; 151 ;   E4POL3-I-F ; CI ; SE ;    175.81 ;
   9 ;   LEVE ; 152 ;   E4POL4-I-F ; CI ; SE ;    175.81 ;
   9 ;   LEVE ; 383 ;   ATLANT-E   ; CE ; SE ;    330.00 ;
   9 ;   LEVE ;  65 ;   TKUTA2-I   ; CI ; SE ;    111.00 ;
   9 ;   LEVE ; 183 ;   TKUTAT-I   ; CI ; SE ;    219.00 ;
   9 ;   LEVE ; 301 ;   FUTDAE-E-F ; CE ; SE ;    270.00 ;
   9 ;   LEVE ; 311 ;   FUTDAS-I-F ; CI ; SE ;    270.00 ;
   9 ;   LEVE ; 302 ;   FUTDCE-I-F ; CI ; SE ;    200.00 ;
   9 ;   LEVE ; 312 ;   FUTDCS-E-F ; CE ; SE ;    200.00 ;
   9 ;   LEVE ; 501 ;   FUPL1F-E-F ; CE ; SE ;    156.50 ;
   9 ;   LEVE ; 511 ;   FUPL1I-I-F ; CI ; SE ;    156.50 ;
   9 ;   LEVE ; 502 ;   FUPL3F-E-F ; CE ; SE ;    248.71 ;
   9 ;   LEVE ; 512 ;   FUPL3I-I-F ; CI ; SE ;    248.71 ;
   9 ;   LEVE ; 601 ;   MBXNG3-E-F ; CE ; N  ;   1289.76 ;
   9 ;   LEVE ; 602 ;   MBXNG4-E-F ; CE ; N  ;   1289.76 ;
   9 ;   LEVE ; 611 ;   MDRIO1-I-F ; CI ; SE ;   1289.76 ;
   9 ;   LEVE ; 612 ;   MDRIO2-I-F ; CI ; SE ;   1289.76 ;
   9 ;   LEVE ; 621 ;   MDRIO1-E-F ; CE ; SE ;      0.00 ;
   9 ;   LEVE ; 622 ;   MDRIO2-E-F ; CE ; SE ;      0.00 ;
   9 ;   LEVE ; 631 ;   MBXNG3-I-F ; CI ; N  ;      0.00 ;
   9 ;   LEVE ; 632 ;   MBXNG4-I-F ; CI ; N  ;      0.00 ;
   9 ;   LEVE ; 701 ;   MBXNG1-E-F ; CE ; N  ;    100.00 ;
   9 ;   LEVE ; 702 ;   MBXNG2-E-F ; CE ; N  ;    100.00 ;
   9 ;   LEVE ; 711 ;   MDEST1-I-F ; CI ; SE ;    100.00 ;
   9 ;   LEVE ; 712 ;   MDEST2-I-F ; CI ; SE ;    100.00 ;
   9 ;   LEVE ; 721 ;   MDEST1-E-F ; CE ; SE ;      0.00 ;
   9 ;   LEVE ; 722 ;   MDEST2-E-F ; CE ; SE ;      0.00 ;
   9 ;   LEVE ; 731 ;   MBXNG1-I-F ; CI ; N  ;      0.00 ;
   9 ;   LEVE ; 732 ;   MBXNG2-I-F ; CI ; N  ;      0.00 ;
  10 ;   LEVE ; 101 ;   BKCPV2-E-F ; CE ; SE ;    325.90 ;
  10 ;   LEVE ; 102 ;   BKCPV4-E-F ; CE ; SE ;    325.90 ;
  10 ;   LEVE ; 111 ;   BKCPV1-I-F ; CI ; SE ;    325.90 ;
  10 ;   LEVE ; 112 ;   BKCPV3-I-F ; CI ; SE ;    325.90 ;
  10 ;   LEVE ; 121 ;   E1POL1-E-F ; CE ; SE ;    180.79 ;
  10 ;   LEVE ; 122 ;   E1POL2-E-F ; CE ; SE ;    180.79 ;
  10 ;   LEVE ; 131 ;   E2POL1-I-F ; CI ; SE ;    180.79 ;
  10 ;   LEVE ; 132 ;   E2POL2-I-F ; CI ; SE ;    180.79 ;
  10 ;   LEVE ; 141 ;   E3POL3-E-F ; CE ; SE ;    180.79 ;
  10 ;   LEVE ; 142 ;   E3POL4-E-F ; CE ; SE ;    180.79 ;
  10 ;   LEVE ; 151 ;   E4POL3-I-F ; CI ; SE ;    180.79 ;
  10 ;   LEVE ; 152 ;   E4POL4-I-F ; CI ; SE ;    180.79 ;
  10 ;   LEVE ; 383 ;   ATLANT-E   ; CE ; SE ;    330.00 ;
  10 ;   LEVE ;  65 ;   TKUTA2-I   ; CI ; SE ;    111.00 ;
  10 ;   LEVE ; 183 ;   TKUTAT-I   ; CI ; SE ;    219.00 ;
  10 ;   LEVE ; 301 ;   FUTDAE-E-F ; CE ; SE ;    270.00 ;
  10 ;   LEVE ; 311 ;   FUTDAS-I-F ; CI ; SE ;    270.00 ;
  10 ;   LEVE ; 302 ;   FUTDCE-I-F ; CI ; SE ;    200.00 ;
  10 ;   LEVE ; 312 ;   FUTDCS-E-F ; CE ; SE ;    200.00 ;
  10 ;   LEVE ; 501 ;   FUPL1F-E-F ; CE ; SE ;    156.50 ;
  10 ;   LEVE ; 511 ;   FUPL1I-I-F ; CI ; SE ;    156.50 ;
  10 ;   LEVE ; 502 ;   FUPL3F-E-F ; CE ; SE ;    268.63 ;
  10 ;   LEVE ; 512 ;   FUPL3I-I-F ; CI ; SE ;    268.63 ;
  10 ;   LEVE ; 601 ;   MBXNG3-E-F ; CE ; N  ;   1071.11 ;
  10 ;   LEVE ; 602 ;   MBXNG4-E-F ; CE ; N  ;   1071.11 ;
  10 ;   LEVE ; 611 ;   MDRIO1-I-F ; CI ; SE ;   1071.11 ;
  10 ;   LEVE ; 612 ;   MDRIO2-I-F ; CI ; SE ;   1071.11 ;
  10 ;   LEVE ; 621 ;   MDRIO1-E-F ; CE ; SE ;      0.00 ;
  10 ;   LEVE ; 622 ;   MDRIO2-E-F ; CE ; SE ;      0.00 ;
  10 ;   LEVE ; 631 ;   MBXNG3-I-F ; CI ; N  ;      0.00 ;
  10 ;   LEVE ; 632 ;   MBXNG4-I-F ; CI ; N  ;      0.00 ;
  10 ;   LEVE ; 701 ;   MBXNG1-E-F ; CE ; N  ;    100.00 ;
  10 ;   LEVE ; 702 ;   MBXNG2-E-F ; CE ; N  ;    100.00 ;
  10 ;   LEVE ; 711 ;   MDEST1-I-F ; CI ; SE ;    100.00 ;
  10 ;   LEVE ; 712 ;   MDEST2-I-F ; CI ; SE ;    100.00 ;
  10 ;   LEVE ; 721 ;   MDEST1-E-F ; CE ; SE ;      0.00 ;
  10 ;   LEVE ; 722 ;   MDEST2-E-F ; CE ; SE ;      0.00 ;
  10 ;   LEVE ; 731 ;   MBXNG1-I-F ; CI ; N  ;      0.00 ;
  10 ;   LEVE ; 732 ;   MBXNG2-I-F ; CI ; N  ;      0.00 ;
  11 ;   LEVE ; 101 ;   BKCPV2-E-F ; CE ; SE ;    325.90 ;
  11 ;   LEVE ; 102 ;   BKCPV4-E-F ; CE ; SE ;    325.90 ;
  11 ;   LEVE ; 111 ;   BKCPV1-I-F ; CI ; SE ;    325.90 ;
  11 ;   LEVE ; 112 ;   BKCPV3-I-F ; CI ; SE ;    325.90 ;
  11 ;   LEVE ; 121 ;   E1POL1-E-F ; CE ; SE ;    179.84 ;
  11 ;   LEVE ; 122 ;   E1POL2-E-F ; CE ; SE ;    179.84 ;
  11 ;   LEVE ; 131 ;   E2POL1-I-F ; CI ; SE ;    179.84 ;
  11 ;   LEVE ; 132 ;   E2POL2-I-F ; CI ; SE ;    179.84 ;
  11 ;   LEVE ; 141 ;   E3POL3-E-F ; CE ; SE ;    179.84 ;
  11 ;   LEVE ; 142 ;   E3POL4-E-F ; CE ; SE ;    179.84 ;
  11 ;   LEVE ; 151 ;   E4POL3-I-F ; CI ; SE ;    179.84 ;
  11 ;   LEVE ; 152 ;   E4POL4-I-F ; CI ; SE ;    179.84 ;
  11 ;   LEVE ; 383 ;   ATLANT-E   ; CE ; SE ;    330.00 ;
  11 ;   LEVE ;  65 ;   TKUTA2-I   ; CI ; SE ;    111.00 ;
  11 ;   LEVE ; 183 ;   TKUTAT-I   ; CI ; SE ;    219.00 ;
  11 ;   LEVE ; 301 ;   FUTDAE-E-F ; CE ; SE ;    270.00 ;
  11 ;   LEVE ; 311 ;   FUTDAS-I-F ; CI ; SE ;    270.00 ;
  11 ;   LEVE ; 302 ;   FUTDCE-I-F ; CI ; SE ;    200.00 ;
  11 ;   LEVE ; 312 ;   FUTDCS-E-F ; CE ; SE ;    200.00 ;
  11 ;   LEVE ; 501 ;   FUPL1F-E-F ; CE ; SE ;    268.58 ;
  11 ;   LEVE ; 511 ;   FUPL1I-I-F ; CI ; SE ;    268.58 ;
  11 ;   LEVE ; 502 ;   FUPL3F-E-F ; CE ; SE ;    156.50 ;
  11 ;   LEVE ; 512 ;   FUPL3I-I-F ; CI ; SE ;    156.50 ;
  11 ;   LEVE ; 601 ;   MBXNG3-E-F ; CE ; N  ;    793.88 ;
  11 ;   LEVE ; 602 ;   MBXNG4-E-F ; CE ; N  ;    793.88 ;
  11 ;   LEVE ; 611 ;   MDRIO1-I-F ; CI ; SE ;    793.88 ;
  11 ;   LEVE ; 612 ;   MDRIO2-I-F ; CI ; SE ;    793.88 ;
  11 ;   LEVE ; 621 ;   MDRIO1-E-F ; CE ; SE ;      0.00 ;
  11 ;   LEVE ; 622 ;   MDRIO2-E-F ; CE ; SE ;      0.00 ;
  11 ;   LEVE ; 631 ;   MBXNG3-I-F ; CI ; N  ;      0.00 ;
  11 ;   LEVE ; 632 ;   MBXNG4-I-F ; CI ; N  ;      0.00 ;
  11 ;   LEVE ; 701 ;   MBXNG1-E-F ; CE ; N  ;    100.00 ;
  11 ;   LEVE ; 702 ;   MBXNG2-E-F ; CE ; N  ;    100.00 ;
  11 ;   LEVE ; 711 ;   MDEST1-I-F ; CI ; SE ;    100.00 ;
  11 ;   LEVE ; 712 ;   MDEST2-I-F ; CI ; SE ;    100.00 ;
  11 ;   LEVE ; 721 ;   MDEST1-E-F ; CE ; SE ;      0.00 ;
  11 ;   LEVE ; 722 ;   MDEST2-E-F ; CE ; SE ;      0.00 ;
  11 ;   LEVE ; 731 ;   MBXNG1-I-F ; CI ; N  ;      0.00 ;
  11 ;   LEVE ; 732 ;   MBXNG2-I-F ; CI ; N  ;      0.00 ;
  12 ;   LEVE ; 101 ;   BKCPV2-E-F ; CE ; SE ;    325.90 ;
  12 ;   LEVE ; 102 ;   BKCPV4-E-F ; CE ; SE ;    325.90 ;
  12 ;   LEVE ; 111 ;   BKCPV1-I-F ; CI ; SE ;    325.90 ;
  12 ;   LEVE ; 112 ;   BKCPV3-I-F ; CI ; SE ;    325.90 ;
  12 ;   LEVE ; 121 ;   E1POL1-E-F ; CE ; SE ;    161.73 ;
  12 ;   LEVE ; 122 ;   E1POL2-E-F ; CE ; SE ;    161.73 ;
  12 ;   LEVE ; 131 ;   E2POL1-I-F ; CI ; SE ;    161.73 ;
  12 ;   LEVE ; 132 ;   E2POL2-I-F ; CI ; SE ;    161.73 ;
  12 ;   LEVE ; 141 ;   E3POL3-E-F ; CE ; SE ;    161.73 ;
  12 ;   LEVE ; 142 ;   E3POL4-E-F ; CE ; SE ;    161.73 ;
  12 ;   LEVE ; 151 ;   E4POL3-I-F ; CI ; SE ;    161.73 ;
  12 ;   LEVE ; 152 ;   E4POL4-I-F ; CI ; SE ;    161.73 ;
  12 ;   LEVE ; 383 ;   ATLANT-E   ; CE ; SE ;    330.00 ;
  12 ;   LEVE ;  65 ;   TKUTA2-I   ; CI ; SE ;    111.00 ;
  12 ;   LEVE ; 183 ;   TKUTAT-I   ; CI ; SE ;    219.00 ;
  12 ;   LEVE ; 301 ;   FUTDAE-E-F ; CE ; SE ;    270.00 ;
  12 ;   LEVE ; 311 ;   FUTDAS-I-F ; CI ; SE ;    270.00 ;
  12 ;   LEVE ; 302 ;   FUTDCE-I-F ; CI ; SE ;    200.00 ;
  12 ;   LEVE ; 312 ;   FUTDCS-E-F ; CE ; SE ;    200.00 ;
  12 ;   LEVE ; 501 ;   FUPL1F-E-F ; CE ; SE ;    266.85 ;
  12 ;   LEVE ; 511 ;   FUPL1I-I-F ; CI ; SE ;    266.85 ;
  12 ;   LEVE ; 502 ;   FUPL3F-E-F ; CE ; SE ;    156.50 ;
  12 ;   LEVE ; 512 ;   FUPL3I-I-F ; CI ; SE ;    156.50 ;
  12 ;   LEVE ; 601 ;   MBXNG3-E-F ; CE ; N  ;    100.00 ;
  12 ;   LEVE ; 602 ;   MBXNG4-E-F ; CE ; N  ;    100.00 ;
  12 ;   LEVE ; 611 ;   MDRIO1-I-F ; CI ; SE ;    100.00 ;
  12 ;   LEVE ; 612 ;   MDRIO2-I-F ; CI ; SE ;    100.00 ;
  12 ;   LEVE ; 621 ;   MDRIO1-E-F ; CE ; SE ;      0.00 ;
  12 ;   LEVE ; 622 ;   MDRIO2-E-F ; CE ; SE ;      0.00 ;
  12 ;   LEVE ; 631 ;   MBXNG3-I-F ; CI ; N  ;      0.00 ;
  12 ;   LEVE ; 632 ;   MBXNG4-I-F ; CI ; N  ;      0.00 ;
  12 ;   LEVE ; 701 ;   MBXNG1-E-F ; CE ; N  ;    100.00 ;
  12 ;   LEVE ; 702 ;   MBXNG2-E-F ; CE ; N  ;    100.00 ;
  12 ;   LEVE ; 711 ;   MDEST1-I-F ; CI ; SE ;    100.00 ;
  12 ;   LEVE ; 712 ;   MDEST2-I-F ; CI ; SE ;    100.00 ;
  12 ;   LEVE ; 721 ;   MDEST1-E-F ; CE ; SE ;      0.00 ;
  12 ;   LEVE ; 722 ;   MDEST2-E-F ; CE ; SE ;      0.00 ;
  12 ;   LEVE ; 731 ;   MBXNG1-I-F ; CI ; N  ;      0.00 ;
  12 ;   LEVE ; 732 ;   MBXNG2-I-F ; CI ; N  ;      0.00 ;
  13 ;   LEVE ; 101 ;   BKCPV2-E-F ; CE ; SE ;    325.90 ;
  13 ;   LEVE ; 102 ;   BKCPV4-E-F ; CE ; SE ;    325.90 ;
  13 ;   LEVE ; 111 ;   BKCPV1-I-F ; CI ; SE ;    325.90 ;
  13 ;   LEVE ; 112 ;   BKCPV3-I-F ; CI ; SE ;    325.90 ;
  13 ;   LEVE ; 121 ;   E1POL1-E-F ; CE ; SE ;    161.73 ;
  13 ;   LEVE ; 122 ;   E1POL2-E-F ; CE ; SE ;    161.73 ;
  13 ;   LEVE ; 131 ;   E2POL1-I-F ; CI ; SE ;    161.73 ;
  13 ;   LEVE ; 132 ;   E2POL2-I-F ; CI ; SE ;    161.73 ;
  13 ;   LEVE ; 141 ;   E3POL3-E-F ; CE ; SE ;    161.73 ;
  13 ;   LEVE ; 142 ;   E3POL4-E-F ; CE ; SE ;    161.73 ;
  13 ;   LEVE ; 151 ;   E4POL3-I-F ; CI ; SE ;    161.73 ;
  13 ;   LEVE ; 152 ;   E4POL4-I-F ; CI ; SE ;    161.73 ;
  13 ;   LEVE ; 383 ;   ATLANT-E   ; CE ; SE ;    330.00 ;
  13 ;   LEVE ;  65 ;   TKUTA2-I   ; CI ; SE ;    111.00 ;
  13 ;   LEVE ; 183 ;   TKUTAT-I   ; CI ; SE ;    219.00 ;
  13 ;   LEVE ; 301 ;   FUTDAE-E-F ; CE ; SE ;    270.00 ;
  13 ;   LEVE ; 311 ;   FUTDAS-I-F ; CI ; SE ;    270.00 ;
  13 ;   LEVE ; 302 ;   FUTDCE-I-F ; CI ; SE ;    200.00 ;
  13 ;   LEVE ; 312 ;   FUTDCS-E-F ; CE ; SE ;    200.00 ;
  13 ;   LEVE ; 501 ;   FUPL1F-E-F ; CE ; SE ;    156.50 ;
  13 ;   LEVE ; 511 ;   FUPL1I-I-F ; CI ; SE ;    156.50 ;
  13 ;   LEVE ; 502 ;   FUPL3F-E-F ; CE ; SE ;    156.50 ;
  13 ;   LEVE ; 512 ;   FUPL3I-I-F ; CI ; SE ;    156.50 ;
  13 ;   LEVE ; 601 ;   MBXNG3-E-F ; CE ; N  ;    100.00 ;
  13 ;   LEVE ; 602 ;   MBXNG4-E-F ; CE ; N  ;    100.00 ;
  13 ;   LEVE ; 611 ;   MDRIO1-I-F ; CI ; SE ;    100.00 ;
  13 ;   LEVE ; 612 ;   MDRIO2-I-F ; CI ; SE ;    100.00 ;
  13 ;   LEVE ; 621 ;   MDRIO1-E-F ; CE ; SE ;      0.00 ;
  13 ;   LEVE ; 622 ;   MDRIO2-E-F ; CE ; SE ;      0.00 ;
  13 ;   LEVE ; 631 ;   MBXNG3-I-F ; CI ; N  ;      0.00 ;
  13 ;   LEVE ; 632 ;   MBXNG4-I-F ; CI ; N  ;      0.00 ;
  13 ;   LEVE ; 701 ;   MBXNG1-E-F ; CE ; N  ;    698.80 ;
  13 ;   LEVE ; 702 ;   MBXNG2-E-F ; CE ; N  ;    698.80 ;
  13 ;   LEVE ; 711 ;   MDEST1-I-F ; CI ; SE ;    698.80 ;
  13 ;   LEVE ; 712 ;   MDEST2-I-F ; CI ; SE ;    698.80 ;
  13 ;   LEVE ; 721 ;   MDEST1-E-F ; CE ; SE ;      0.00 ;
  13 ;   LEVE ; 722 ;   MDEST2-E-F ; CE ; SE ;      0.00 ;
  13 ;   LEVE ; 731 ;   MBXNG1-I-F ; CI ; N  ;      0.00 ;
  13 ;   LEVE ; 732 ;   MBXNG2-I-F ; CI ; N  ;      0.00 ;
  14 ;   LEVE ; 101 ;   BKCPV2-E-F ; CE ; SE ;    300.90 ;
  14 ;   LEVE ; 102 ;   BKCPV4-E-F ; CE ; SE ;    300.90 ;
  14 ;   LEVE ; 111 ;   BKCPV1-I-F ; CI ; SE ;    300.90 ;
  14 ;   LEVE ; 112 ;   BKCPV3-I-F ; CI ; SE ;    300.90 ;
  14 ;   LEVE ; 121 ;   E1POL1-E-F ; CE ; SE ;    197.34 ;
  14 ;   LEVE ; 122 ;   E1POL2-E-F ; CE ; SE ;    197.34 ;
  14 ;   LEVE ; 131 ;   E2POL1-I-F ; CI ; SE ;    197.34 ;
  14 ;   LEVE ; 132 ;   E2POL2-I-F ; CI ; SE ;    197.34 ;
  14 ;   LEVE ; 141 ;   E3POL3-E-F ; CE ; SE ;    197.34 ;
  14 ;   LEVE ; 142 ;   E3POL4-E-F ; CE ; SE ;    197.34 ;
  14 ;   LEVE ; 151 ;   E4POL3-I-F ; CI ; SE ;    197.34 ;
  14 ;   LEVE ; 152 ;   E4POL4-I-F ; CI ; SE ;    197.34 ;
  14 ;   LEVE ; 383 ;   ATLANT-E   ; CE ; SE ;    330.00 ;
  14 ;   LEVE ;  65 ;   TKUTA2-I   ; CI ; SE ;    111.00 ;
  14 ;   LEVE ; 183 ;   TKUTAT-I   ; CI ; SE ;    219.00 ;
  14 ;   LEVE ; 301 ;   FUTDAE-E-F ; CE ; SE ;    270.00 ;
  14 ;   LEVE ; 311 ;   FUTDAS-I-F ; CI ; SE ;    270.00 ;
  14 ;   LEVE ; 302 ;   FUTDCE-I-F ; CI ; SE ;    200.00 ;
  14 ;   LEVE ; 312 ;   FUTDCS-E-F ; CE ; SE ;    200.00 ;
  14 ;   LEVE ; 501 ;   FUPL1F-E-F ; CE ; SE ;    306.50 ;
  14 ;   LEVE ; 511 ;   FUPL1I-I-F ; CI ; SE ;    306.50 ;
  14 ;   LEVE ; 502 ;   FUPL3F-E-F ; CE ; SE ;    156.50 ;
  14 ;   LEVE ; 512 ;   FUPL3I-I-F ; CI ; SE ;    156.50 ;
  14 ;   LEVE ; 601 ;   MBXNG3-E-F ; CE ; N  ;    100.00 ;
  14 ;   LEVE ; 602 ;   MBXNG4-E-F ; CE ; N  ;    100.00 ;
  14 ;   LEVE ; 611 ;   MDRIO1-I-F ; CI ; SE ;    100.00 ;
  14 ;   LEVE ; 612 ;   MDRIO2-I-F ; CI ; SE ;    100.00 ;
  14 ;   LEVE ; 621 ;   MDRIO1-E-F ; CE ; SE ;      0.00 ;
  14 ;   LEVE ; 622 ;   MDRIO2-E-F ; CE ; SE ;      0.00 ;
  14 ;   LEVE ; 631 ;   MBXNG3-I-F ; CI ; N  ;      0.00 ;
  14 ;   LEVE ; 632 ;   MBXNG4-I-F ; CI ; N  ;      0.00 ;
  14 ;   LEVE ; 701 ;   MBXNG1-E-F ; CE ; N  ;    293.53 ;
  14 ;   LEVE ; 702 ;   MBXNG2-E-F ; CE ; N  ;    293.53 ;
  14 ;   LEVE ; 711 ;   MDEST1-I-F ; CI ; SE ;    293.53 ;
  14 ;   LEVE ; 712 ;   MDEST2-I-F ; CI ; SE ;    293.53 ;
  14 ;   LEVE ; 721 ;   MDEST1-E-F ; CE ; SE ;      0.00 ;
  14 ;   LEVE ; 722 ;   MDEST2-E-F ; CE ; SE ;      0.00 ;
  14 ;   LEVE ; 731 ;   MBXNG1-I-F ; CI ; N  ;      0.00 ;
  14 ;   LEVE ; 732 ;   MBXNG2-I-F ; CI ; N  ;      0.00 ;
  15 ;   LEVE ; 101 ;   BKCPV2-E-F ; CE ; SE ;    275.90 ;
  15 ;   LEVE ; 102 ;   BKCPV4-E-F ; CE ; SE ;    275.90 ;
  15 ;   LEVE ; 111 ;   BKCPV1-I-F ; CI ; SE ;    275.90 ;
  15 ;   LEVE ; 112 ;   BKCPV3-I-F ; CI ; SE ;    275.90 ;
  15 ;   LEVE ; 121 ;   E1POL1-E-F ; CE ; SE ;    228.19 ;
  15 ;   LEVE ; 122 ;   E1POL2-E-F ; CE ; SE ;    228.19 ;
  15 ;   LEVE ; 131 ;   E2POL1-I-F ; CI ; SE ;    228.19 ;
  15 ;   LEVE ; 132 ;   E2POL2-I-F ; CI ; SE ;    228.19 ;
  15 ;   LEVE ; 141 ;   E3POL3-E-F ; CE ; SE ;    228.19 ;
  15 ;   LEVE ; 142 ;   E3POL4-E-F ; CE ; SE ;    228.19 ;
  15 ;   LEVE ; 151 ;   E4POL3-I-F ; CI ; SE ;    228.19 ;
  15 ;   LEVE ; 152 ;   E4POL4-I-F ; CI ; SE ;    228.19 ;
  15 ;   LEVE ; 383 ;   ATLANT-E   ; CE ; SE ;    330.00 ;
  15 ;   LEVE ;  65 ;   TKUTA2-I   ; CI ; SE ;    111.00 ;
  15 ;   LEVE ; 183 ;   TKUTAT-I   ; CI ; SE ;    219.00 ;
  15 ;   LEVE ; 301 ;   FUTDAE-E-F ; CE ; SE ;    270.00 ;
  15 ;   LEVE ; 311 ;   FUTDAS-I-F ; CI ; SE ;    270.00 ;
  15 ;   LEVE ; 302 ;   FUTDCE-I-F ; CI ; SE ;    200.00 ;
  15 ;   LEVE ; 312 ;   FUTDCS-E-F ; CE ; SE ;    200.00 ;
  15 ;   LEVE ; 501 ;   FUPL1F-E-F ; CE ; SE ;    306.99 ;
  15 ;   LEVE ; 511 ;   FUPL1I-I-F ; CI ; SE ;    306.99 ;
  15 ;   LEVE ; 502 ;   FUPL3F-E-F ; CE ; SE ;    156.50 ;
  15 ;   LEVE ; 512 ;   FUPL3I-I-F ; CI ; SE ;    156.50 ;
  15 ;   LEVE ; 601 ;   MBXNG3-E-F ; CE ; N  ;    100.00 ;
  15 ;   LEVE ; 602 ;   MBXNG4-E-F ; CE ; N  ;    100.00 ;
  15 ;   LEVE ; 611 ;   MDRIO1-I-F ; CI ; SE ;    100.00 ;
  15 ;   LEVE ; 612 ;   MDRIO2-I-F ; CI ; SE ;    100.00 ;
  15 ;   LEVE ; 621 ;   MDRIO1-E-F ; CE ; SE ;      0.00 ;
  15 ;   LEVE ; 622 ;   MDRIO2-E-F ; CE ; SE ;      0.00 ;
  15 ;   LEVE ; 631 ;   MBXNG3-I-F ; CI ; N  ;      0.00 ;
  15 ;   LEVE ; 632 ;   MBXNG4-I-F ; CI ; N  ;      0.00 ;
  15 ;   LEVE ; 701 ;   MBXNG1-E-F ; CE ; N  ;    482.15 ;
  15 ;   LEVE ; 702 ;   MBXNG2-E-F ; CE ; N  ;    482.15 ;
  15 ;   LEVE ; 711 ;   MDEST1-I-F ; CI ; SE ;    482.15 ;
  15 ;   LEVE ; 712 ;   MDEST2-I-F ; CI ; SE ;    482.15 ;
