NUM     NOME      itp   DI HI M DF HF M      VAZAO
XXX XXXXXXXXXXXX   X    XXxXXxXxXXxXXxX     XXXXXXXXX
228 COLIDER        1    06      F                  35
228 COLIDER        1    08      F                  34
228 COLIDER        1    10      F                  33
229 TELES PIRES    1    04      F                 176
229 TELES PIRES    1    05      F                 169
229 TELES PIRES    1    06      F                 161
229 TELES PIRES    1    07      F                 154
229 TELES PIRES    1    08      F                 148
229 TELES PIRES    1    09      F                 142
229 TELES PIRES    1    10      F                 140
309 JURUENA        1    04      F                 128
309 JURUENA        1    10      F                 127
192 GUILMAN-AMOR   1    04      F                  16
192 GUILMAN-AMOR   1    05      F                  15
230 SAO MANOEL     1    04      F                   2
230 SAO MANOEL     1    07      F                   1
288 BELO MONTE     1    04      F                   0
314 PIMENTAL       1    04      F                 793
314 PIMENTAL       1    05      F                 797
314 PIMENTAL       1    06      F                 800
314 PIMENTAL       1    07      F                 802
314 PIMENTAL       1    08      F                 805
314 PIMENTAL       1    09      F                 808
314 PIMENTAL       1    10      F                 812
FIM
